SeniorCitizen,customer_tenure_months,monthly_spend,will_churn,support_tickets_last_90d,feature_usage_score,days_since_last_login,subscription_plan_encoded,gender_Male,Partner_Yes,Dependents_Yes,PhoneService_Yes,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,PaperlessBilling_Yes,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,is_high_value_customer,engagement_trend,tenure_segment,spend_segment
0,13,49.95,No,0,80.24319470750615,0,0,True,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0,0.9341439823583538,Established,Medium
0,16,18.95,No,2,70.80336025358112,3,2,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,0,0.7554556452897149,Established,Low
0,58,100.35,No,1,67.81465310237657,12,1,True,True,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,1,0.7704932881190331,Loyal,High
0,49,103.7,Yes,1,52.11178700678712,5,0,True,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,False,False,1,0.7505578085411422,Loyal,High
0,25,105.5,No,0,50.89015431793627,2,0,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,True,False,True,True,False,True,False,1,0.8270412551338616,Loyal,High
0,69,113.25,No,3,66.41515156514895,16,2,False,True,True,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,1,0.613976431143089,Loyal,High
0,52,20.65,No,1,49.43459513668678,5,1,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,0,0.7416338356408078,Loyal,Low
0,71,106.7,No,0,63.07285950326536,3,2,True,False,True,True,False,True,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,1,0.8630206427886624,Loyal,High
0,10,55.2,Yes,2,39.39513210887983,38,0,False,True,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,0,0.4887245144370069,Established,Medium
0,21,90.05,No,1,46.19125161245284,12,0,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,True,False,True,False,1,0.6984152831526206,Established,High
1,1,39.65,Yes,1,43.78282299285301,11,0,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,True,False,0,0.6950168173835841,New,Medium
0,12,19.8,No,1,82.74432675834021,18,1,True,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,0,0.7924810891944674,Established,Low
0,1,20.15,Yes,1,9.930015985478416,21,0,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,0,0.5358778310627058,New,Low
0,58,59.9,No,0,36.44645018877233,10,2,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False,0,0.7418585376662782,Loyal,Medium
0,49,59.6,No,0,78.48425744266247,16,0,True,True,True,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,0,0.8542067840681341,Loyal,Medium
0,30,55.3,No,0,60.58373742025996,18,0,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,0,0.7852791247341999,Loyal,Medium
0,47,99.35,Yes,2,40.56580607323045,40,0,True,True,True,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,True,False,1,0.48336750172558296,Loyal,High
0,1,30.2,Yes,2,23.975373481141013,29,0,True,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,0,0.4789919856778775,New,Low
0,72,90.25,No,0,52.65799506987014,2,2,True,True,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,True,True,False,False,1,0.8329340576403079,Loyal,High
0,17,64.7,Yes,1,22.304025413334685,29,0,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,True,0,0.5400874921185231,Established,Medium
1,71,96.35,No,2,62.50504382543608,14,2,False,True,False,True,False,True,True,False,False,True,False,True,False,True,False,True,False,False,False,False,True,True,False,False,1,0.6768686646033055,Loyal,High
1,2,95.5,No,0,71.00022010767272,0,0,True,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,True,False,False,1,0.9033340670255757,New,High
0,27,66.15,No,2,80.50120105041596,11,1,False,True,True,True,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,True,0,0.7507447442421272,Loyal,Medium
0,1,20.2,No,0,64.69714534700299,8,0,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,0,0.8452867807863061,New,Low
1,1,45.25,No,1,46.63955872106584,15,0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0.6860207512924417,New,Medium
0,72,99.9,No,0,60.83445185648683,15,2,False,True,True,True,False,True,True,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,1,0.8000037284105117,Loyal,High
0,5,69.7,Yes,0,61.16154776698968,11,0,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0,0.8196125666307063,New,Medium
0,46,74.8,No,2,87.25189854993559,11,0,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,0,0.7732470692405261,Loyal,Medium
0,34,106.35,Yes,4,31.793446279064767,12,0,True,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,True,False,1,0.45042259870799367,Loyal,High
0,11,97.85,Yes,2,19.950472535367552,36,0,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,False,False,1,0.43316824178455854,Established,High
0,10,49.55,No,2,80.21517128268937,10,1,True,True,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,0,0.7544209413126683,Established,Medium
0,70,69.2,No,0,73.63145217186538,11,2,False,True,True,True,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,True,False,False,0,0.8611789146469587,Loyal,Medium
0,17,20.75,No,0,71.9353053018358,8,1,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,0,0.8694139806357489,Established,Low
0,63,79.85,No,0,70.49175135909813,8,2,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,0,0.8646021341599567,Loyal,Medium
0,13,76.2,No,3,77.38132251764804,17,0,False,True,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,True,False,0,0.6459007046884564,Established,Medium
0,49,84.5,No,0,53.15056821417142,17,0,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,0,0.7651315236768678,Loyal,Medium
0,2,49.25,No,0,39.6737090133749,7,0,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,0,0.7665049559705089,New,Medium
0,2,80.65,Yes,1,29.61302557836688,18,0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,0,0.6153767519278897,New,Medium
0,52,79.75,No,2,61.03505251105592,9,2,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,True,True,True,False,False,0,0.6951168417035197,Loyal,Medium
0,69,64.15,No,3,47.73627619833464,8,2,False,True,True,True,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,True,False,False,0,0.5887505502907451,Loyal,Medium
1,43,90.25,No,2,44.17468866934223,0,0,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,1,0.6805822955644741,Loyal,High
0,15,99.1,Yes,3,15.493246566171294,19,0,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,True,True,True,False,False,1,0.43034785892427463,Established,High
1,25,69.5,No,1,49.195821351181024,6,0,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,True,False,False,0,0.7362082933928256,Loyal,Medium
1,8,80.65,Yes,2,56.50826702294405,37,0,False,True,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,0,0.5503979271135172,Established,Medium
1,60,74.85,No,1,97.27970886800529,18,1,False,True,True,True,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True,True,True,False,False,0,0.8409323628933509,Loyal,Medium
1,18,95.45,Yes,5,24.564788837502277,12,0,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,True,False,1,0.3596604072361187,Established,High
0,63,99.65,No,1,62.04186951113766,4,1,False,True,True,True,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,True,True,True,False,False,1,0.7882877131852736,Loyal,High
1,66,108.45,No,1,65.42861754541482,21,1,True,True,True,True,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,True,False,1,0.7208731695958273,Loyal,High
0,34,24.95,No,0,41.66455789493619,15,2,False,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,0,0.7361040818720096,Loyal,Low
0,72,107.5,No,2,32.343705618110555,10,2,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,True,True,True,False,False,1,0.5948493890974056,Loyal,High
0,47,100.5,No,0,47.71421035321791,11,0,False,True,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,True,False,1,0.7747881085848004,Loyal,High
0,60,89.9,No,1,81.57293377813122,2,0,True,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,1,0.8626505200011781,Loyal,High
0,72,42.1,No,1,65.01413199114782,6,2,True,True,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,0,0.7889359955260482,Loyal,Medium
0,18,54.4,No,1,68.97892637166588,17,1,False,True,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,True,False,False,0,0.7512260508685159,Established,Medium
0,9,94.4,Yes,1,42.93949900915504,28,0,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,1,0.6135020337342205,Established,High
0,3,75.3,No,0,71.07849058803092,4,0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,True,False,True,False,0,0.8850764501082512,New,Medium
0,47,78.9,No,1,51.12975930302584,14,1,True,True,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,0,0.7056177161952712,Loyal,Medium
0,31,79.2,No,1,80.81948375960052,0,2,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,True,0,0.8693982791986684,Loyal,Medium
0,50,20.15,No,0,50.50788601166727,1,2,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,0,0.8303966570759279,Loyal,Low
0,10,79.85,No,0,81.09348538893829,19,0,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,0,0.8490153216668314,Established,Medium
0,1,49.05,No,1,66.63453234203011,8,0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,0,0.78507807076973,New,Medium
0,52,20.4,No,0,33.16432268630517,5,1,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,0,0.7540662608062023,Loyal,Low
1,64,111.6,No,0,48.779857700991975,16,2,True,True,True,True,False,True,True,False,False,True,False,False,False,True,False,True,False,True,False,True,True,False,False,False,1,0.7551921182625659,Loyal,High
0,62,24.25,No,1,33.22592200691843,15,2,True,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,0,0.6413086289119504,Loyal,Low
0,3,64.5,No,1,77.44923199191314,14,0,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False,False,0,0.7933492918248956,New,Medium
1,56,110.5,No,1,59.62896868796398,5,1,False,False,False,True,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False,True,False,1,0.7756150808117317,Loyal,High
0,46,55.65,No,2,26.57486340075329,6,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,0,0.5941384335580665,Loyal,Medium
0,8,54.65,No,1,65.63620322579487,10,0,False,True,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,0,0.7724910477896866,Established,Medium
1,30,74.75,No,2,51.9425360641752,12,0,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,True,False,True,False,0,0.6509195646583619,Loyal,Medium
0,45,25.9,No,0,37.74291217450015,5,1,False,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,0,0.7693282257668524,Loyal,Low
0,1,79.35,Yes,1,55.34160071315488,26,0,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,0,0.6641016320068126,New,Medium
0,11,50.55,No,0,85.16948755453046,9,0,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,0,0.908898291848435,Established,Medium
0,7,75.15,Yes,2,27.497709781779054,25,0,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0,0.5092516251985227,Established,Medium
0,42,103.8,No,0,61.60928799144868,10,0,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,False,1,0.8257346636751993,Loyal,High
0,49,20.15,No,0,55.59852896530031,16,2,False,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,0,0.777921022476927,Loyal,Low
0,9,99.3,No,0,54.00862828520975,13,0,True,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,True,True,False,False,1,0.7865102424321807,Established,High
0,35,62.15,No,0,37.30080796263341,0,1,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,0,0.791002693208778,Loyal,Medium
0,48,20.65,No,1,40.43176650623836,7,2,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,0,0.7023651476133872,Loyal,Low
0,46,19.95,No,0,79.27375177312625,2,2,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,0,0.9216532466511617,Loyal,Low
0,29,33.75,No,1,52.89175695321421,11,0,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,0,0.7253799305847881,Loyal,Low
0,30,82.05,No,0,60.33101551405295,14,0,True,True,True,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,0,0.8029552368986951,Loyal,Medium
1,1,74.7,No,0,29.335042856983883,9,0,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,0,0.7227834761899463,New,Medium
0,66,84.0,No,2,40.22861946306742,6,2,True,True,True,True,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,True,True,False,False,True,0,0.6396509537657802,Loyal,Medium
0,65,111.05,No,1,69.1471877981213,8,0,False,False,False,True,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,True,True,False,False,1,0.7934535889567006,Loyal,High
0,72,100.9,No,2,65.6656764017075,9,2,True,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,False,False,1,0.7105522546723583,Loyal,High
0,12,78.95,Yes,2,42.980336484091794,19,0,False,False,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0,0.5886381586506764,Established,Medium
0,71,66.85,No,0,86.30062798086473,4,1,True,True,True,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,True,False,False,0,0.9358169080843638,Loyal,Medium
0,5,21.05,Yes,1,19.54870917643355,18,0,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,0,0.5818290305881119,New,Low
0,52,21.0,No,0,80.1443449744684,1,2,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,0,0.9291848536185984,Loyal,Low
1,25,98.5,Yes,3,71.68654353670526,12,0,False,True,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,True,False,1,0.6500662562334619,Loyal,High
0,1,20.2,No,1,56.53933541272765,0,0,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,0,0.7884644513757588,New,Low
0,1,19.45,No,3,67.09430347069906,16,0,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,0,0.616240270828256,New,Low
0,38,95.0,No,4,55.25094835645389,11,1,True,False,False,True,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,1,0.5332439019289203,Loyal,High
1,66,45.55,No,0,90.82214727957972,10,1,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,0,0.9231108613023028,Loyal,Medium
0,68,110.0,Yes,4,49.04570201924933,31,2,True,True,False,True,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,False,1,0.41996715487897923,Loyal,High
0,5,24.3,No,1,77.235220440786,16,0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0.7833766607285458,New,Low
0,72,104.15,No,2,62.54527636286627,0,1,False,True,True,True,False,True,True,False,False,True,False,True,False,False,False,False,False,True,False,True,True,False,True,False,1,0.7418175878762209,Loyal,High
0,32,30.15,No,1,63.00592177314528,0,1,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0.8100197392438176,Loyal,Low
0,43,94.35,No,0,81.67275430889711,10,1,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,1,0.8926128847333606,Loyal,High
0,72,19.4,No,0,68.69366770670771,10,2,True,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,0,0.8493492627260628,Loyal,Low
0,55,96.75,Yes,1,32.11090341858791,17,0,True,True,False,True,False,True,True,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,True,False,1,0.6283326410249227,Loyal,High
0,52,57.95,No,3,83.37942025605129,0,1,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,0,0.744598067520171,Loyal,Medium
0,43,91.65,No,2,27.0952811061169,10,0,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,True,False,1,0.5773546407240934,Loyal,High
1,37,76.5,Yes,3,23.407494036665543,37,0,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0,0.3733953504925888,Loyal,Medium
0,64,54.6,No,0,66.91842392248198,6,2,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,True,False,True,False,0,0.8619503019638288,Loyal,Medium
0,3,89.85,No,0,52.26847702977923,3,0,True,True,True,True,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,1,0.8270060345437086,New,Medium
0,36,31.05,No,2,86.34566981441989,6,2,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0.7933744549369551,Loyal,Low
0,10,100.25,Yes,1,33.2900517074056,22,0,False,True,True,True,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False,True,False,1,0.6091149871728335,Established,High
0,41,20.65,No,0,83.19598030784744,0,2,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,0,0.9439866010261581,Loyal,Low
0,27,85.2,No,1,60.4925371365196,4,0,True,True,True,True,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False,0,0.7831232719365468,Loyal,Medium
0,56,99.8,No,0,83.03446468216548,4,1,False,True,True,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,True,False,False,1,0.9249296970886997,Loyal,High
0,6,20.7,No,1,86.74671779988759,11,0,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,0,0.8382298000736994,New,Low
0,3,74.4,Yes,4,29.90024416472721,12,0,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0,0.4441119249935352,New,Medium
0,7,50.7,No,1,61.11610007889221,7,0,False,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0.7713129261888999,Established,Medium
0,4,20.85,No,1,97.07900658647786,12,0,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,0,0.8680411330660375,New,Low
0,33,88.95,No,1,59.529882709954165,0,2,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,True,False,0,0.7984329423665139,Loyal,Medium
1,27,78.05,Yes,4,64.2941683099926,22,0,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,0,0.5124620425147901,Loyal,Medium
0,72,23.55,No,0,56.78218574496137,3,2,True,True,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,0,0.8420517302609823,Loyal,Low
0,1,19.75,No,1,72.98808882876514,11,0,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,0,0.7923677035032912,New,Low
1,71,56.45,No,2,54.69313903286529,6,1,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,True,False,True,False,0,0.6878660189984398,Loyal,Medium
0,13,85.95,No,0,61.28009663692341,13,0,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,0,0.8107484702712261,Established,Medium
0,25,58.6,Yes,2,16.616979166776467,20,0,False,True,True,False,True,False,False,False,False,True,False,True,False,True,False,False,False,True,False,True,True,True,False,False,0,0.4961306712966623,Loyal,Medium
0,67,50.55,No,3,81.14151636076365,0,2,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0,0.7371383878692122,Loyal,Medium
0,1,35.45,Yes,0,37.022021349353054,37,0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,0,0.6187771082015473,New,Medium
0,2,44.35,Yes,0,34.72492900049435,21,0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0,0.6851942077794256,New,Medium
0,43,25.7,No,1,60.288282783259056,12,2,False,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,0,0.745405387055308,Loyal,Low
0,23,75.0,No,2,34.574733105370385,4,0,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0,0.6300639251660495,Established,Medium
0,64,20.2,No,0,65.50979081773795,4,2,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,0,0.8665141175406079,Loyal,Low
0,57,19.6,No,0,49.55559631421408,14,2,True,False,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,0,0.767037172899232,Loyal,Low
1,1,70.45,Yes,2,33.23884549482696,22,0,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0,0.5422776331309046,New,Medium
1,72,88.05,No,0,72.9790673594182,15,2,False,True,True,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,True,True,False,False,0,0.8404857800869495,Loyal,Medium
0,8,71.15,Yes,2,33.37075017592486,42,0,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,0,0.45012472280863847,Established,Medium
0,61,101.05,No,1,70.44284573739368,14,2,False,True,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,False,False,1,0.7699946709764974,Loyal,High
0,64,84.3,No,0,82.07100522249783,20,1,True,False,False,True,False,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,True,False,False,0,0.8476440914824002,Loyal,Medium
1,71,23.95,No,0,73.61298451189046,16,2,True,True,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,0,0.8379692076322275,Loyal,Low
0,65,99.05,No,2,76.35366425487098,3,2,False,True,True,True,False,True,True,False,False,True,False,True,False,False,False,True,False,True,False,False,True,True,False,False,1,0.7739566586273477,Loyal,High
