SeniorCitizen,customer_tenure_months,monthly_spend,support_tickets_last_90d,feature_usage_score,days_since_last_login,subscription_plan_encoded,gender_Male,Partner_Yes,Dependents_Yes,PhoneService_Yes,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,PaperlessBilling_Yes,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,is_high_value_customer,engagement_trend
1,27,85.9,1,55.07894444452985,9,1,True,True,False,True,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,0,0.7419298148150996
0,58,25.3,1,31.23251007302965,3,2,True,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,0,0.69021947802121
0,72,104.9,1,53.749620198063965,3,2,True,True,True,True,False,True,True,False,False,True,False,True,False,True,False,True,False,False,False,True,True,True,False,False,1,0.7652765117713244
0,28,35.75,0,61.05278778634117,4,0,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,0,0.8516574407692854
0,40,85.05,2,48.25700234553763,4,1,True,True,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,0,0.6756714892999401
0,1,20.5,2,28.733673126187757,22,0,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,0,0.5272603919021074
0,5,80.0,2,0.0,26,0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,0,0.412962962962963
0,1,69.2,1,39.94450299211688,30,0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0,0.5942594544181675
0,12,105.3,2,100.0,0,0,False,False,True,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,True,False,1,0.8666666666666667
0,5,96.1,2,34.966306973643185,38,0,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,True,False,True,False,1,0.4739617639862181
0,71,86.1,0,82.23666043131955,9,2,True,True,False,True,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,False,0,0.8991222014377319
0,3,76.95,2,41.46925725329448,20,0,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0,0.5789715982517224
0,30,19.65,0,55.701849343781,30,0,False,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,0,0.7134506089237145
0,25,20.2,1,74.49418108852008,5,1,False,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,0,0.8251657888135856
0,52,24.55,0,64.63707281002196,5,2,True,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,0,0.8589754278852585
1,46,110.0,0,20.34391780787898,16,1,False,False,False,True,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,True,False,True,False,1,0.6604056519521891
0,9,70.5,1,88.78921950216689,0,0,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0,0.8959640650072229
0,19,86.85,2,60.48639906280506,4,0,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,0,0.716436145024165
0,12,49.4,0,32.46644284693688,8,0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,0,0.7378511057860858
1,45,98.7,0,82.29238855527798,15,1,True,True,False,True,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,False,True,False,False,False,1,0.871530184073149
0,36,104.5,1,53.74812523292487,5,0,False,True,True,True,False,True,True,False,False,True,False,False,False,True,False,False,False,True,False,True,True,True,False,False,1,0.7560122692949348
0,38,95.1,3,31.34618728078424,7,0,True,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,True,True,True,False,False,1,0.5387465501952068
0,1,19.2,2,45.58122768823398,6,0,True,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,0,0.657492981183002
0,10,98.5,3,36.70636525220416,32,0,True,True,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,True,False,1,0.44087306935919907
0,13,44.8,1,61.99392697241252,2,0,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0.7973871639821158
0,18,82.0,3,20.70708439120549,16,1,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,True,True,True,False,False,0,0.4616162072299442
0,37,45.4,0,61.07496209626277,9,2,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,0,0.8285832069875426
0,5,20.35,0,66.90068086325334,5,0,True,False,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,0,0.8665207880626964
0,11,74.95,2,13.140510686242528,25,0,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,0,0.4613942948800676
0,64,99.15,0,54.14598703602573,11,0,True,False,True,True,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,True,True,True,False,False,1,0.7962273641941598
0,1,55.55,1,36.937451726479125,4,0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,0,0.7046063205697454
1,37,92.5,4,13.560102935389027,19,0,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,True,False,1,0.35723738015500045
0,48,105.25,1,71.15266005501894,17,0,False,True,True,True,False,True,True,False,False,True,False,True,False,False,False,False,False,True,False,True,True,True,False,False,1,0.7584718298130261
1,20,94.55,4,1.6342383708669672,35,0,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,True,False,1,0.24341042419918615
0,26,69.5,0,79.00910469477573,0,0,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,0,0.9300303489825857
0,30,19.4,0,76.99434247209206,8,2,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,0,0.8862774378699365
0,69,66.9,2,50.7993655729022,14,2,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,True,0,0.6378497370948591
0,63,89.4,1,38.00942697826692,4,2,True,True,True,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,True,True,False,False,0,0.7081795714090379
0,5,19.35,3,42.33268834719482,26,0,True,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,0,0.4874052574536123
0,39,20.45,0,72.9022619380882,2,2,True,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,0,0.9004149472010349
0,4,101.7,2,39.236746460834006,13,0,True,False,True,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,True,False,1,0.6039373030175949
0,60,101.15,1,57.11545223577559,0,2,True,True,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,1,0.7903848407859186
0,19,103.3,3,39.37061684357876,29,0,True,True,True,True,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,True,False,1,0.4636427968860033
0,11,102.0,2,45.31326079388741,8,0,False,True,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,True,False,1,0.6473404989425876
1,31,99.95,1,46.52291192158772,33,0,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,True,False,1,0.6022985952941814
0,30,84.3,0,75.41825837150114,19,0,True,False,False,True,False,False,True,False,False,True,False,True,False,True,False,False,False,False,False,False,True,True,False,False,0,0.8300978982753743
0,53,24.6,3,48.30815698121651,12,2,True,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,0,0.5721383010484994
0,5,89.35,1,25.149344003353,32,0,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False,True,False,0,0.5356829985296953
1,51,79.6,1,60.28194287978238,17,1,True,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,0,0.722236105895571
0,71,89.3,1,26.93276923679514,9,2,False,True,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,0,0.6481092307893171
0,61,25.0,1,75.13143760699703,15,2,False,False,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,0,0.7809936809122124
1,8,74.5,2,25.82592280693123,34,0,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,0,0.46201233528236335
0,10,54.95,3,47.31099539845548,7,0,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False,0,0.5919625772541108
0,12,49.85,0,52.24936335855172,0,0,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,False,False,0,0.8408312111951725
0,66,63.85,1,58.374991751331166,0,0,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,0,0.7945833058377705
0,24,60.45,1,47.493791389213264,10,0,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,0,0.712016341667748
0,4,56.5,2,26.045194534317027,10,0,False,True,True,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,0,0.5738543521514271
0,4,88.95,1,46.75490711340062,1,0,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,True,False,0,0.7512200607483726
0,35,55.6,2,62.16174544169523,14,1,False,False,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,0,0.6757243366575025
1,45,85.7,2,61.98463531032802,3,0,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,0,0.7260598954788712
0,65,110.0,0,56.29894079169787,8,1,True,False,False,True,False,True,True,False,False,True,False,False,False,True,False,True,False,True,False,True,True,True,False,False,1,0.8172927656019559
0,14,80.9,2,64.44300665032257,10,0,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,0,0.7018470592047791
0,61,50.7,3,54.91608552976285,1,1,False,True,True,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,True,False,False,False,0,0.6450906554695799
0,68,80.35,0,42.32808156974919,4,2,True,True,True,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,0,0.7892417533806455
0,23,57.75,2,47.5048761624084,6,1,False,True,True,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,True,0,0.6639051427635835
0,55,81.55,2,24.253317283711148,8,0,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,0,0.5771406872420001
0,69,24.45,1,63.94898231363095,6,2,True,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,0,0.7853854966009921
0,7,81.25,0,63.82992257617567,11,0,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,False,0,0.8285071493279931
0,72,79.05,1,39.5534537912761,11,2,False,True,True,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0.6809189200449944
0,61,49.7,3,55.45370884331979,9,1,False,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0,0.6098456961443993
1,64,80.3,2,60.25359293385169,26,1,True,True,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,0,0.6138082727424686
1,32,93.2,1,51.680702631548094,30,0,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,True,False,1,0.6333801198829381
0,1,79.55,1,26.459582118636977,32,0,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,0,0.5400504589139751
0,3,82.3,0,74.27077475251156,7,0,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,0,0.8818285084342978
0,3,20.2,0,43.03365382246737,3,0,True,False,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,0,0.7962232905193357
0,72,84.4,1,66.6756404984128,14,2,False,True,False,True,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,True,True,True,False,False,0,0.7574373201798945
0,26,29.8,1,85.66212816171475,7,0,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,0,0.8531330197983085
0,39,100.45,0,42.30723815039232,7,2,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,True,True,False,True,False,1,0.7752833864272337
0,1,19.55,0,88.36260630058749,2,0,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,0,0.9519494284093657
0,1,19.5,1,62.15446250982296,0,0,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,0,0.8071815416994098
0,56,88.9,0,64.94938181760652,16,1,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,0,0.8090905319846143
1,43,107.55,1,41.01707391896344,9,1,False,True,False,True,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,True,True,False,True,False,1,0.6950569130632115
0,1,25.4,1,72.27470604479943,0,0,False,False,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,0,0.8409156868159982
0,29,70.9,2,56.74927482920359,16,1,True,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,0,0.6484235086899379
0,2,82.0,2,44.48874199463296,14,0,True,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,0,0.6168143251672951
0,68,79.6,4,67.7591314104196,13,1,True,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,0,0.5656785861828801
0,67,89.55,0,87.4346213438153,9,0,True,True,True,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,0,0.9164487378127176
0,19,24.9,2,48.71648195208836,0,2,False,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,0,0.6957216065069612
0,66,56.75,0,45.33529744267791,12,2,True,True,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,True,True,False,False,0,0.7622287692533708
0,4,29.05,0,57.51047388307613,7,0,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0,0.8259608388695131
0,9,19.75,0,48.60522358749933,4,2,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,0,0.8101655601064793
1,53,103.85,1,51.1344019102649,48,0,True,True,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,True,False,1,0.5482257841453274
0,23,19.5,1,43.94237798046871,1,0,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,0,0.7418449636385995
0,50,108.55,2,46.60815760164233,13,1,False,True,False,True,False,True,True,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False,True,False,1,0.6285086734869559
0,2,74.95,1,76.99263317569343,8,0,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,0,0.8196050735486077
0,59,20.35,0,77.94391482460313,20,1,False,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,0,0.833887123489418
0,63,83.5,0,46.68055595097567,16,2,True,True,True,True,False,True,False,False,False,True,False,True,False,True,False,False,False,True,False,True,False,True,False,False,0,0.7481944457625115
0,25,71.05,0,66.04077283904732,7,0,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,True,False,False,True,0,0.8543951687227503
0,14,80.45,3,43.50826858150809,9,0,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,0,0.5700275619383602
0,65,67.05,3,52.07503666334364,1,1,True,True,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,0,0.6356204925815159
1,69,56.55,1,60.124117415134805,2,2,True,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,True,False,False,0,0.7911544654578568
0,21,74.05,0,30.415519178214797,11,0,False,True,True,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,0,0.7171258046681235
0,43,91.25,0,57.037070935631775,11,1,True,True,True,True,False,True,True,False,False,True,False,False,False,True,False,True,False,False,False,False,True,True,False,False,1,0.80586431052618
1,71,92.0,0,53.404769866223255,4,1,True,True,False,True,False,True,True,False,False,True,False,True,False,True,False,True,False,False,False,False,True,False,True,False,1,0.8261640477022256
0,19,25.35,1,57.578581529507744,15,0,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0,0.7224841606539147
0,40,19.65,3,53.94609994519635,4,2,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,0,0.6279684812988027
0,9,83.3,2,31.21469777013664,6,0,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,0,0.6096045481226776
0,58,103.25,0,34.20181345590525,17,1,True,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,False,False,1,0.7019690078159805
0,1,19.9,1,68.92984931838996,14,0,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,0,0.7649513495798184
0,47,113.45,0,36.86710658719166,14,1,True,True,True,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,False,1,0.7247422071424907
0,58,84.3,2,65.32159302942013,0,2,False,True,False,True,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,True,True,False,True,False,0,0.7510719767647337
0,40,102.65,1,74.0698440043701,18,0,True,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,False,True,1,0.7635661466812337
0,41,68.6,1,74.49139283034481,19,1,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False,True,False,0,0.7603416798048531
0,67,100.9,2,46.34701940658134,1,1,True,True,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,True,True,True,False,False,1,0.6831937683923082
1,34,99.85,0,74.39262085534995,3,1,True,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,True,False,1,0.9007531806289443
0,3,19.1,0,70.54734474629426,3,0,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,0,0.8879355935987587
1,60,116.05,1,75.23784778489465,9,2,False,True,False,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,False,1,0.8091261592829823
1,8,92.1,3,25.049925147315477,11,0,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,True,False,1,0.4992404912317923
0,15,74.9,0,37.15384738219238,35,0,True,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0,0.6284757875702709
0,68,102.1,1,66.83952599820884,0,2,True,False,False,True,False,True,True,False,False,True,False,True,False,True,False,False,False,False,False,True,True,False,False,False,1,0.8227984199940295
1,71,25.45,2,49.9486413927295,0,2,True,True,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,0,0.6998288046424316
0,58,79.8,0,50.3306680338229,22,0,False,False,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0,0.7325837082608911
1,2,19.2,1,50.8938421293645,8,0,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,0,0.7326091033941781
0,14,89.65,5,13.247552494449472,43,0,False,True,True,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,True,True,False,False,0,0.17841776757409086
0,71,20.9,1,80.45318919959419,4,2,False,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,0,0.8496587788134621
0,14,100.55,3,37.85316439014263,49,0,True,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,True,False,1,0.3659920294486236
0,6,50.95,0,100.0,7,0,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,True,False,False,0,0.9675925925925926
0,15,69.5,0,89.52676934040436,20,0,True,True,True,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,True,False,False,True,0,0.8724966385420886
0,57,97.55,1,56.49180595029947,13,1,True,True,True,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,True,True,False,False,1,0.7281208346491465
0,66,61.15,0,77.9122222201969,2,2,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,0,0.9171148148080638
1,69,89.95,0,55.30177342214178,20,0,True,True,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,1,0.7584133188145467
0,68,55.9,0,60.30885265852019,13,1,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0,0.8075109903432155
1,56,94.8,1,42.472636618511,7,1,True,False,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False,1,0.7091680479876293
1,35,99.05,1,13.23630607108981,41,0,True,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,True,False,1,0.4543062054221512
0,43,56.15,0,18.06403367251547,29,0,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,0,0.592620852982459
0,31,66.4,0,51.09406209471387,6,0,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,True,True,False,False,0,0.8092024292046017
0,33,58.45,1,64.99587652600572,3,1,False,True,True,True,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,True,0,0.8027640328644635
0,1,69.35,3,46.78223884744365,37,0,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0,0.4513111665285159
0,44,100.1,0,72.33234648985744,0,2,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,1,0.9077744882995248
0,57,53.45,0,67.58796537174234,3,1,False,True,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,0,0.8780709956835856
0,70,64.95,0,73.88706962394089,2,1,True,False,True,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,0,0.9036976394872104
0,1,20.55,0,50.75849770141075,10,0,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,0,0.7895653627084062
0,55,55.25,1,49.03108540009433,3,2,True,True,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,True,False,False,0,0.7495480624447589
1,29,94.45,1,57.42096510903956,30,0,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,True,False,1,0.652514328141243
