customer_id,timestamp,churn_probability,risk_tier,tenure_segment,is_high_value,monthly_spend,recommended_action,rule_fired,true_churn_label
24,2026-09-01T15:35:16.924601,0.0501,Low,Loyal,False,69.15,No action needed,RULE_LOW_NO_ACTION,0
25,2026-09-01T15:35:16.924601,0.0833,Low,Established,False,54.55,No action needed,RULE_LOW_NO_ACTION,0
26,2026-09-01T15:35:16.924601,0.9983,High,Established,False,89.25,Plan downgrade offer,RULE_LOW_VALUE_DOWNGRADE,1
27,2026-09-01T15:35:16.924601,0.9913,High,Established,True,102.25,Personalized discount,RULE_HIGH_VALUE_DISCOUNT,1
28,2026-09-01T15:35:16.924601,0.0129,Low,Loyal,False,25.1,No action needed,RULE_LOW_NO_ACTION,0
29,2026-09-01T15:35:16.925600,0.9996,High,New,False,89.45,Plan downgrade offer,RULE_LOW_VALUE_DOWNGRADE,1
30,2026-09-01T15:35:16.925600,0.0955,Low,Loyal,True,90.05,No action needed,RULE_LOW_NO_ACTION,0
31,2026-09-01T15:35:16.925600,0.0048,Low,New,False,24.2,No action needed,RULE_LOW_NO_ACTION,0
32,2026-09-01T15:35:16.925600,0.0006,Low,Loyal,False,20.55,No action needed,RULE_LOW_NO_ACTION,0
33,2026-09-01T15:35:16.925600,0.0134,Low,Loyal,False,23.4,No action needed,RULE_LOW_NO_ACTION,0
34,2026-09-01T15:35:16.925600,0.9981,High,New,True,90.4,Personalized discount,RULE_HIGH_VALUE_DISCOUNT,1
35,2026-09-01T15:35:16.925600,0.0074,Low,Loyal,True,96.1,No action needed,RULE_LOW_NO_ACTION,0
36,2026-09-01T15:35:16.925600,0.9995,High,New,False,44.95,Plan downgrade offer,RULE_LOW_VALUE_DOWNGRADE,1
37,2026-09-01T15:35:16.925600,0.2472,Medium,Loyal,False,19.9,Proactive support outreach,RULE_MEDIUM_LOW_VALUE_OUTREACH,0
38,2026-09-01T15:35:16.926601,0.9938,High,New,False,74.5,Plan downgrade offer,RULE_LOW_VALUE_DOWNGRADE,1
39,2026-09-01T15:35:16.926601,0.9976,High,Loyal,False,55.25,Plan downgrade offer,RULE_LOW_VALUE_DOWNGRADE,1
40,2026-09-01T15:35:16.926601,0.0033,Low,Loyal,False,20.3,No action needed,RULE_LOW_NO_ACTION,0
41,2026-09-01T15:35:16.926601,0.354,Medium,New,True,91.45,Loyalty reward,RULE_MEDIUM_HIGH_VALUE_REWARD,0
42,2026-09-01T15:35:16.926601,0.0834,Low,Loyal,False,70.4,No action needed,RULE_LOW_NO_ACTION,0
43,2026-09-01T15:35:16.926601,0.2018,Medium,New,False,19.6,Proactive support outreach,RULE_MEDIUM_LOW_VALUE_OUTREACH,0
44,2026-09-01T15:35:16.926601,0.0013,Low,Loyal,False,65.4,No action needed,RULE_LOW_NO_ACTION,0
45,2026-09-01T15:35:16.926601,0.9678,High,Established,True,110.1,Personalized discount,RULE_HIGH_VALUE_DISCOUNT,1
46,2026-09-01T15:35:16.926601,0.1826,Medium,Established,False,75.25,Proactive support outreach,RULE_MEDIUM_LOW_VALUE_OUTREACH,0
47,2026-09-01T15:35:16.926601,0.3837,Medium,Established,False,66.65,Proactive support outreach,RULE_MEDIUM_LOW_VALUE_OUTREACH,0
48,2026-09-01T15:35:16.926601,0.0088,Low,Loyal,False,20.35,No action needed,RULE_LOW_NO_ACTION,0
49,2026-09-01T15:35:16.927602,0.7951,High,Established,False,75.6,Plan downgrade offer,RULE_LOW_VALUE_DOWNGRADE,1
50,2026-09-01T15:35:16.927602,0.0043,Low,Loyal,False,25.1,No action needed,RULE_LOW_NO_ACTION,0
51,2026-09-01T15:35:16.927602,0.9888,High,New,True,102.45,Personalized discount,RULE_HIGH_VALUE_DISCOUNT,1
52,2026-09-01T15:35:16.927602,0.0278,Low,New,False,19.95,No action needed,RULE_LOW_NO_ACTION,0
53,2026-09-01T15:35:16.927602,0.356,Medium,New,False,51.0,Proactive support outreach,RULE_MEDIUM_LOW_VALUE_OUTREACH,0
54,2026-09-01T15:35:16.927602,0.0042,Low,New,False,51.2,No action needed,RULE_LOW_NO_ACTION,0
55,2026-09-01T15:35:16.927602,0.9991,High,Established,False,77.65,Plan downgrade offer,RULE_LOW_VALUE_DOWNGRADE,1
56,2026-09-01T15:35:16.927602,0.0656,Low,Loyal,False,63.7,No action needed,RULE_LOW_NO_ACTION,0
57,2026-09-01T15:35:16.927602,0.0207,Low,Loyal,False,85.5,No action needed,RULE_LOW_NO_ACTION,0
58,2026-09-01T15:35:16.928599,0.0033,Low,Loyal,False,40.9,No action needed,RULE_LOW_NO_ACTION,0
59,2026-09-01T15:35:16.928599,0.001,Low,Loyal,False,20.55,No action needed,RULE_LOW_NO_ACTION,0
60,2026-09-01T15:35:16.928599,0.0105,Low,Loyal,False,74.55,No action needed,RULE_LOW_NO_ACTION,0
61,2026-09-01T15:35:16.928599,0.058,Low,Loyal,False,20.4,No action needed,RULE_LOW_NO_ACTION,1
62,2026-09-01T15:35:16.928599,0.0066,Low,Loyal,True,91.2,No action needed,RULE_LOW_NO_ACTION,0
63,2026-09-01T15:35:16.928599,0.0163,Low,Established,False,50.7,No action needed,RULE_LOW_NO_ACTION,0
64,2026-09-01T15:35:16.928599,0.7173,High,New,False,50.7,Plan downgrade offer,RULE_LOW_VALUE_DOWNGRADE,1
65,2026-09-01T15:35:16.928599,0.9991,High,New,False,54.9,Plan downgrade offer,RULE_LOW_VALUE_DOWNGRADE,1
66,2026-09-01T15:35:16.928599,0.9909,High,New,False,60.4,Plan downgrade offer,RULE_LOW_VALUE_DOWNGRADE,1
67,2026-09-01T15:35:16.928599,0.5371,High,Established,False,49.55,Plan downgrade offer,RULE_LOW_VALUE_DOWNGRADE,1
68,2026-09-01T15:35:16.928599,0.075,Low,Established,False,74.05,No action needed,RULE_LOW_NO_ACTION,1
69,2026-09-01T15:35:16.929599,0.9295,High,New,False,80.05,Plan downgrade offer,RULE_LOW_VALUE_DOWNGRADE,1
70,2026-09-01T15:35:16.929599,0.0057,Low,Loyal,False,25.0,No action needed,RULE_LOW_NO_ACTION,0
71,2026-09-01T15:35:16.929599,0.0005,Low,Loyal,False,20.25,No action needed,RULE_LOW_NO_ACTION,0
72,2026-09-01T15:35:16.929599,0.9986,High,Established,False,76.1,Plan downgrade offer,RULE_LOW_VALUE_DOWNGRADE,1
73,2026-09-01T15:35:16.929599,0.0017,Low,Loyal,False,78.95,No action needed,RULE_LOW_NO_ACTION,0
74,2026-09-01T15:35:16.929599,0.0018,Low,Loyal,False,73.0,No action needed,RULE_LOW_NO_ACTION,0
75,2026-09-01T15:35:16.929599,0.0056,Low,Established,False,19.9,No action needed,RULE_LOW_NO_ACTION,0
76,2026-09-01T15:35:16.929599,0.0113,Low,Loyal,True,111.1,No action needed,RULE_LOW_NO_ACTION,0
77,2026-09-01T15:35:16.929599,0.9972,High,Established,False,74.4,Plan downgrade offer,RULE_LOW_VALUE_DOWNGRADE,1
78,2026-09-01T15:35:16.929599,0.002,Low,New,False,20.45,No action needed,RULE_LOW_NO_ACTION,0
79,2026-09-01T15:35:16.929599,0.0017,Low,Loyal,False,19.65,No action needed,RULE_LOW_NO_ACTION,0
80,2026-09-01T15:35:16.930598,0.0427,Low,Established,False,20.05,No action needed,RULE_LOW_NO_ACTION,0
81,2026-09-01T15:35:16.930598,0.0022,Low,Loyal,False,80.1,No action needed,RULE_LOW_NO_ACTION,0
82,2026-09-01T15:35:16.930598,0.9979,High,Established,True,98.6,Personalized discount,RULE_HIGH_VALUE_DISCOUNT,1
83,2026-09-01T15:35:16.930598,0.999,High,New,False,89.55,Plan downgrade offer,RULE_LOW_VALUE_DOWNGRADE,1
84,2026-09-01T15:35:16.930598,0.0085,Low,New,False,19.7,No action needed,RULE_LOW_NO_ACTION,0
85,2026-09-01T15:35:16.930598,0.4755,Medium,Loyal,True,114.1,Loyalty reward,RULE_MEDIUM_HIGH_VALUE_REWARD,0
86,2026-09-01T15:35:16.930598,0.0667,Low,New,False,73.85,No action needed,RULE_LOW_NO_ACTION,0
87,2026-09-01T15:35:16.930598,0.9988,High,New,False,25.05,Plan downgrade offer,RULE_LOW_VALUE_DOWNGRADE,1
88,2026-09-01T15:35:16.930598,0.5968,High,Established,True,102.8,Personalized discount,RULE_HIGH_VALUE_DISCOUNT,1
89,2026-09-01T15:35:16.930598,0.2786,Medium,Loyal,True,110.8,Loyalty reward,RULE_MEDIUM_HIGH_VALUE_REWARD,0
90,2026-09-01T15:35:16.930598,0.9973,High,Established,False,85.8,Plan downgrade offer,RULE_LOW_VALUE_DOWNGRADE,1
91,2026-09-01T15:35:16.931598,0.7544,High,Established,True,95.9,Personalized discount,RULE_HIGH_VALUE_DISCOUNT,0
92,2026-09-01T15:35:16.931598,0.0005,Low,Loyal,False,20.6,No action needed,RULE_LOW_NO_ACTION,0
93,2026-09-01T15:35:16.931598,0.9979,High,Established,False,74.95,Plan downgrade offer,RULE_LOW_VALUE_DOWNGRADE,1
94,2026-09-01T15:35:16.931598,0.999,High,New,False,45.95,Plan downgrade offer,RULE_LOW_VALUE_DOWNGRADE,1
95,2026-09-01T15:35:16.931598,0.0028,Low,Loyal,False,38.25,No action needed,RULE_LOW_NO_ACTION,0
96,2026-09-01T15:35:16.931598,0.0953,Low,New,False,69.95,No action needed,RULE_LOW_NO_ACTION,0
97,2026-09-01T15:35:16.931598,0.0098,Low,Loyal,False,20.0,No action needed,RULE_LOW_NO_ACTION,0
98,2026-09-01T15:35:16.931598,0.998,High,New,False,25.2,Plan downgrade offer,RULE_LOW_VALUE_DOWNGRADE,1
99,2026-09-01T15:35:16.931598,0.0213,Low,New,False,20.1,No action needed,RULE_LOW_NO_ACTION,0
100,2026-09-01T15:35:16.931598,0.8476,High,Established,True,104.85,Personalized discount,RULE_HIGH_VALUE_DISCOUNT,1
101,2026-09-01T15:35:16.932600,0.9968,High,Established,False,70.0,Plan downgrade offer,RULE_LOW_VALUE_DOWNGRADE,1
102,2026-09-01T15:35:16.932600,0.0894,Low,Established,False,78.3,No action needed,RULE_LOW_NO_ACTION,0
103,2026-09-01T15:35:16.933603,0.9937,High,Loyal,True,109.8,Proactive support outreach,RULE_HIGH_VALUE_LOYAL_OUTREACH,1
104,2026-09-01T15:35:16.933603,0.9961,High,Established,False,57.45,Plan downgrade offer,RULE_LOW_VALUE_DOWNGRADE,1
105,2026-09-01T15:35:16.933603,0.0011,Low,Loyal,False,19.7,No action needed,RULE_LOW_NO_ACTION,0
106,2026-09-01T15:35:16.933603,0.0042,Low,Loyal,True,110.5,No action needed,RULE_LOW_NO_ACTION,0
107,2026-09-01T15:35:16.933603,0.0998,Low,Loyal,False,64.3,No action needed,RULE_LOW_NO_ACTION,0
108,2026-09-01T15:35:16.933603,0.1082,Medium,Loyal,True,105.25,Loyalty reward,RULE_MEDIUM_HIGH_VALUE_REWARD,0
109,2026-09-01T15:35:16.933603,0.001,Low,Loyal,False,19.6,No action needed,RULE_LOW_NO_ACTION,0
110,2026-09-01T15:35:16.934620,0.0067,Low,Loyal,False,24.5,No action needed,RULE_LOW_NO_ACTION,0
111,2026-09-01T15:35:16.934620,0.0138,Low,New,True,90.7,No action needed,RULE_LOW_NO_ACTION,0
112,2026-09-01T15:35:16.934620,0.0057,Low,Established,False,48.8,No action needed,RULE_LOW_NO_ACTION,0
113,2026-09-01T15:35:16.934620,0.1154,Medium,New,False,24.9,Proactive support outreach,RULE_MEDIUM_LOW_VALUE_OUTREACH,0
114,2026-09-01T15:35:16.934620,0.124,Medium,New,False,24.8,Proactive support outreach,RULE_MEDIUM_LOW_VALUE_OUTREACH,1
115,2026-09-01T15:35:16.934620,0.0029,Low,Loyal,True,107.4,No action needed,RULE_LOW_NO_ACTION,0
116,2026-09-01T15:35:16.935633,0.9993,High,New,False,43.3,Plan downgrade offer,RULE_LOW_VALUE_DOWNGRADE,1
117,2026-09-01T15:35:16.935633,0.0458,Low,Established,False,80.0,No action needed,RULE_LOW_NO_ACTION,0
118,2026-09-01T15:35:16.935633,0.002,Low,Loyal,True,104.1,No action needed,RULE_LOW_NO_ACTION,0
119,2026-09-01T15:35:16.935633,0.0004,Low,Loyal,False,20.75,No action needed,RULE_LOW_NO_ACTION,0
120,2026-09-01T15:35:16.935633,0.1708,Medium,Loyal,True,95.5,Loyalty reward,RULE_MEDIUM_HIGH_VALUE_REWARD,0
121,2026-09-01T15:35:16.935633,0.9992,High,New,False,76.35,Plan downgrade offer,RULE_LOW_VALUE_DOWNGRADE,1
122,2026-09-01T15:35:16.935633,0.0009,Low,Loyal,True,91.3,No action needed,RULE_LOW_NO_ACTION,0
123,2026-09-01T15:35:16.936631,0.0265,Low,Loyal,False,45.05,No action needed,RULE_LOW_NO_ACTION,0
124,2026-09-01T15:35:16.936631,0.9392,High,New,False,70.6,Plan downgrade offer,RULE_LOW_VALUE_DOWNGRADE,1
125,2026-09-01T15:35:16.936631,0.0014,Low,Loyal,False,80.8,No action needed,RULE_LOW_NO_ACTION,0
126,2026-09-01T15:35:16.936631,0.5395,High,Loyal,False,89.15,Plan downgrade offer,RULE_LOW_VALUE_DOWNGRADE,1
127,2026-09-01T15:35:16.936631,0.0164,Low,Loyal,True,91.2,No action needed,RULE_LOW_NO_ACTION,0
128,2026-09-01T15:35:16.936631,0.9995,High,Loyal,True,91.25,Proactive support outreach,RULE_HIGH_VALUE_LOYAL_OUTREACH,1
129,2026-09-01T15:35:16.936631,0.0071,Low,Established,False,19.75,No action needed,RULE_LOW_NO_ACTION,0
130,2026-09-01T15:35:16.937632,0.996,High,New,False,20.4,Plan downgrade offer,RULE_LOW_VALUE_DOWNGRADE,1
131,2026-09-01T15:35:16.937632,0.6224,High,Established,False,40.65,Plan downgrade offer,RULE_LOW_VALUE_DOWNGRADE,1
132,2026-09-01T15:35:16.937632,0.0051,Low,Loyal,True,110.35,No action needed,RULE_LOW_NO_ACTION,0
133,2026-09-01T15:35:16.937632,0.0266,Low,Established,False,64.9,No action needed,RULE_LOW_NO_ACTION,0
134,2026-09-01T15:35:16.937632,0.0049,Low,Loyal,False,66.15,No action needed,RULE_LOW_NO_ACTION,0
135,2026-09-01T15:35:16.938632,0.0028,Low,Loyal,False,55.65,No action needed,RULE_LOW_NO_ACTION,0
136,2026-09-01T15:35:16.938632,0.0097,Low,Established,False,20.85,No action needed,RULE_LOW_NO_ACTION,0
137,2026-09-01T15:35:16.938632,0.0076,Low,Loyal,False,54.65,No action needed,RULE_LOW_NO_ACTION,0
138,2026-09-01T15:35:16.939632,0.0007,Low,Loyal,False,80.6,No action needed,RULE_LOW_NO_ACTION,0
139,2026-09-01T15:35:16.939632,0.9969,High,Loyal,True,99.45,Proactive support outreach,RULE_HIGH_VALUE_LOYAL_OUTREACH,1
140,2026-09-01T15:35:16.939632,0.0453,Low,Loyal,True,114.7,No action needed,RULE_LOW_NO_ACTION,0
141,2026-09-01T15:35:16.939632,0.0329,Low,Loyal,True,105.4,No action needed,RULE_LOW_NO_ACTION,0
142,2026-09-01T15:35:16.939632,0.1991,Medium,New,False,75.05,Proactive support outreach,RULE_MEDIUM_LOW_VALUE_OUTREACH,0
143,2026-09-01T15:35:16.941120,0.0096,Low,Loyal,False,49.4,No action needed,RULE_LOW_NO_ACTION,0
144,2026-09-01T15:35:16.941120,0.0354,Low,Loyal,False,18.25,No action needed,RULE_LOW_NO_ACTION,0
145,2026-09-01T15:35:16.941120,0.0089,Low,Loyal,True,111.05,No action needed,RULE_LOW_NO_ACTION,0
146,2026-09-01T15:35:16.941120,0.0009,Low,Loyal,False,19.6,No action needed,RULE_LOW_NO_ACTION,0
147,2026-09-01T15:35:16.941120,0.9415,High,Loyal,True,96.75,Proactive support outreach,RULE_HIGH_VALUE_LOYAL_OUTREACH,1
148,2026-09-01T15:35:16.942134,0.0827,Low,Established,False,69.7,No action needed,RULE_LOW_NO_ACTION,0
149,2026-09-01T15:35:16.942134,0.046,Low,Established,False,87.9,No action needed,RULE_LOW_NO_ACTION,0
150,2026-09-01T15:35:16.942134,0.304,Medium,Loyal,False,40.4,Proactive support outreach,RULE_MEDIUM_LOW_VALUE_OUTREACH,0
151,2026-09-01T15:35:16.942134,0.0583,Low,Established,False,78.15,No action needed,RULE_LOW_NO_ACTION,0
152,2026-09-01T15:35:16.942134,0.0175,Low,Loyal,True,99.4,No action needed,RULE_LOW_NO_ACTION,0
153,2026-09-01T15:35:16.942134,0.0139,Low,Established,False,55.3,No action needed,RULE_LOW_NO_ACTION,0
154,2026-09-01T15:35:16.942134,0.9823,High,New,False,77.0,Plan downgrade offer,RULE_LOW_VALUE_DOWNGRADE,1
155,2026-09-01T15:35:16.943135,0.0409,Low,Established,False,26.05,No action needed,RULE_LOW_NO_ACTION,0
156,2026-09-01T15:35:16.943135,0.1423,Medium,New,False,78.75,Proactive support outreach,RULE_MEDIUM_LOW_VALUE_OUTREACH,0
157,2026-09-01T15:35:16.943135,0.998,High,New,False,29.95,Plan downgrade offer,RULE_LOW_VALUE_DOWNGRADE,1
158,2026-09-01T15:35:16.943135,0.9993,High,New,False,45.4,Plan downgrade offer,RULE_LOW_VALUE_DOWNGRADE,1
159,2026-09-01T15:35:16.943135,0.9001,High,Loyal,False,85.25,Plan downgrade offer,RULE_LOW_VALUE_DOWNGRADE,1
160,2026-09-01T15:35:16.943135,0.0023,Low,Loyal,True,104.05,No action needed,RULE_LOW_NO_ACTION,0
161,2026-09-01T15:35:16.944132,0.0191,Low,Loyal,False,74.85,No action needed,RULE_LOW_NO_ACTION,0
162,2026-09-01T15:35:16.944132,0.0016,Low,Loyal,False,19.55,No action needed,RULE_LOW_NO_ACTION,0
163,2026-09-01T15:35:16.944132,0.0139,Low,Loyal,False,20.1,No action needed,RULE_LOW_NO_ACTION,0
164,2026-09-01T15:35:16.944132,0.0678,Low,Loyal,True,95.2,No action needed,RULE_LOW_NO_ACTION,0
165,2026-09-01T15:35:16.944132,0.9988,High,New,False,20.65,Plan downgrade offer,RULE_LOW_VALUE_DOWNGRADE,1
166,2026-09-01T15:35:16.944132,0.0012,Low,Loyal,False,55.0,No action needed,RULE_LOW_NO_ACTION,0
167,2026-09-01T15:35:16.944132,0.9609,High,Loyal,True,106.55,Proactive support outreach,RULE_HIGH_VALUE_LOYAL_OUTREACH,1
168,2026-09-01T15:35:16.944132,0.0014,Low,Established,False,19.95,No action needed,RULE_LOW_NO_ACTION,0
169,2026-09-01T15:35:16.945129,0.0275,Low,Loyal,False,76.15,No action needed,RULE_LOW_NO_ACTION,0
170,2026-09-01T15:35:16.945129,0.0067,Low,Established,False,69.8,No action needed,RULE_LOW_NO_ACTION,0
171,2026-09-01T15:35:16.945129,0.9996,High,New,False,79.5,Plan downgrade offer,RULE_LOW_VALUE_DOWNGRADE,1
172,2026-09-01T15:35:16.945129,0.0403,Low,Loyal,False,69.4,No action needed,RULE_LOW_NO_ACTION,0
173,2026-09-01T15:35:16.945129,0.9993,High,New,False,19.4,Plan downgrade offer,RULE_LOW_VALUE_DOWNGRADE,1
174,2026-09-01T15:35:16.945129,0.0076,Low,Established,True,96.55,No action needed,RULE_LOW_NO_ACTION,0
175,2026-09-01T15:35:16.945129,0.0131,Low,Established,False,70.2,No action needed,RULE_LOW_NO_ACTION,0
176,2026-09-01T15:35:16.945129,0.0006,Low,Loyal,False,25.3,No action needed,RULE_LOW_NO_ACTION,0
177,2026-09-01T15:35:16.946129,0.0004,Low,Loyal,False,25.0,No action needed,RULE_LOW_NO_ACTION,0
178,2026-09-01T15:35:16.946129,0.3336,Medium,Loyal,False,88.4,Proactive support outreach,RULE_MEDIUM_LOW_VALUE_OUTREACH,0
179,2026-09-01T15:35:16.946129,0.3324,Medium,Loyal,False,50.15,Proactive support outreach,RULE_MEDIUM_LOW_VALUE_OUTREACH,0
180,2026-09-01T15:35:16.946129,0.9993,High,New,False,69.95,Plan downgrade offer,RULE_LOW_VALUE_DOWNGRADE,1
181,2026-09-01T15:35:16.946129,0.0012,Low,Loyal,False,29.9,No action needed,RULE_LOW_NO_ACTION,0
182,2026-09-01T15:35:16.946129,0.7669,High,New,False,74.9,Plan downgrade offer,RULE_LOW_VALUE_DOWNGRADE,1
183,2026-09-01T15:35:16.946129,0.8837,High,New,False,50.05,Plan downgrade offer,RULE_LOW_VALUE_DOWNGRADE,1
184,2026-09-01T15:35:16.947131,0.0006,Low,Loyal,False,19.95,No action needed,RULE_LOW_NO_ACTION,0
185,2026-09-01T15:35:16.947131,0.0082,Low,Loyal,False,89.4,No action needed,RULE_LOW_NO_ACTION,0
186,2026-09-01T15:35:16.947131,0.0022,Low,Loyal,False,67.45,No action needed,RULE_LOW_NO_ACTION,0
187,2026-09-01T15:35:16.947131,0.9993,High,New,False,49.9,Plan downgrade offer,RULE_LOW_VALUE_DOWNGRADE,1
188,2026-09-01T15:35:16.947131,0.1843,Medium,Established,False,65.35,Proactive support outreach,RULE_MEDIUM_LOW_VALUE_OUTREACH,0
189,2026-09-01T15:35:16.947131,0.0402,Low,Loyal,False,81.0,No action needed,RULE_LOW_NO_ACTION,0
190,2026-09-01T15:35:16.947131,0.0426,Low,Loyal,False,89.8,No action needed,RULE_LOW_NO_ACTION,0
191,2026-09-01T15:35:16.947131,0.0054,Low,New,False,49.95,No action needed,RULE_LOW_NO_ACTION,0
192,2026-09-01T15:35:16.947131,0.0188,Low,Established,False,79.85,No action needed,RULE_LOW_NO_ACTION,1
193,2026-09-01T15:35:16.947131,0.0076,Low,Established,False,19.75,No action needed,RULE_LOW_NO_ACTION,0
194,2026-09-01T15:35:16.948130,0.1067,Medium,Loyal,True,105.35,Loyalty reward,RULE_MEDIUM_HIGH_VALUE_REWARD,0
195,2026-09-01T15:35:16.948130,0.0374,Low,Loyal,False,83.85,No action needed,RULE_LOW_NO_ACTION,0
196,2026-09-01T15:35:16.948130,0.0257,Low,Loyal,False,44.3,No action needed,RULE_LOW_NO_ACTION,0
197,2026-09-01T15:35:16.948130,0.2576,Medium,Established,True,91.0,Loyalty reward,RULE_MEDIUM_HIGH_VALUE_REWARD,0
198,2026-09-01T15:35:16.948130,0.0135,Low,Loyal,True,99.0,No action needed,RULE_LOW_NO_ACTION,0
199,2026-09-01T15:35:16.948130,0.0088,Low,Established,False,80.55,No action needed,RULE_LOW_NO_ACTION,0
200,2026-09-01T15:35:16.948130,0.0027,Low,Established,False,60.6,No action needed,RULE_LOW_NO_ACTION,0
201,2026-09-01T15:35:16.948130,0.0034,Low,Established,False,19.7,No action needed,RULE_LOW_NO_ACTION,0
202,2026-09-01T15:35:16.948130,0.0025,Low,Established,False,20.25,No action needed,RULE_LOW_NO_ACTION,0
203,2026-09-01T15:35:16.948130,0.216,Medium,Loyal,False,24.25,Proactive support outreach,RULE_MEDIUM_LOW_VALUE_OUTREACH,0
204,2026-09-01T15:35:16.949128,0.0045,Low,New,False,19.4,No action needed,RULE_LOW_NO_ACTION,0
205,2026-09-01T15:35:16.949128,0.004,Low,Loyal,True,93.15,No action needed,RULE_LOW_NO_ACTION,0
206,2026-09-01T15:35:16.949128,0.0019,Low,Loyal,False,49.75,No action needed,RULE_LOW_NO_ACTION,0
207,2026-09-01T15:35:16.949128,0.0337,Low,New,False,19.65,No action needed,RULE_LOW_NO_ACTION,0
208,2026-09-01T15:35:16.949128,0.1186,Medium,New,False,19.4,Proactive support outreach,RULE_MEDIUM_LOW_VALUE_OUTREACH,0
209,2026-09-01T15:35:16.949128,0.0822,Low,Loyal,False,19.8,No action needed,RULE_LOW_NO_ACTION,0
210,2026-09-01T15:35:16.949128,0.5675,High,Loyal,True,99.9,Proactive support outreach,RULE_HIGH_VALUE_LOYAL_OUTREACH,1
211,2026-09-01T15:35:16.949128,0.0036,Low,New,False,49.95,No action needed,RULE_LOW_NO_ACTION,0
212,2026-09-01T15:35:16.949128,0.9688,High,Loyal,False,89.05,Plan downgrade offer,RULE_LOW_VALUE_DOWNGRADE,1
213,2026-09-01T15:35:16.949128,0.0143,Low,Established,False,19.95,No action needed,RULE_LOW_NO_ACTION,0
214,2026-09-01T15:35:16.949128,0.4155,Medium,Loyal,False,56.15,Proactive support outreach,RULE_MEDIUM_LOW_VALUE_OUTREACH,0
215,2026-09-01T15:35:16.950127,0.0034,Low,Established,False,34.65,No action needed,RULE_LOW_NO_ACTION,0
216,2026-09-01T15:35:16.950127,0.01,Low,Loyal,False,64.95,No action needed,RULE_LOW_NO_ACTION,0
217,2026-09-01T15:35:16.950127,0.1303,Medium,Loyal,True,94.2,Loyalty reward,RULE_MEDIUM_HIGH_VALUE_REWARD,0
218,2026-09-01T15:35:16.950127,0.9972,High,Loyal,False,78.9,Plan downgrade offer,RULE_LOW_VALUE_DOWNGRADE,1
